DepMap_ID,CCLE_Name,Primary_Disease,Wang_AML,Achilles_GECKO,Hart_TKOv1,Tzelepis_AML,Avana_Q4_18,Sanger_Q1_19,Avana_Q3_17,HART_shRNA
ACH-000548,BHY_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,1,1,1,0
ACH-000549,SNU1076_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,1,0,0,0
ACH-000550,IGR39_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000551,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,1,1,0,0,0,0,0,0
ACH-000552,HT29_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,1,0,0,1,1,0,0
ACH-000553,SQ1_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000111,HCC1187_BREAST,BREAST CANCER,0,0,0,0,0,1,0,1
ACH-000555,A498_KIDNEY,KIDNEY CANCER,0,0,0,0,0,0,0,0
ACH-000556,SIHA_CERVIX,CERVICAL CANCER,0,0,0,0,1,0,0,0
ACH-000557,AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000558,A172_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,1,0,0
ACH-000559,NCIH1836_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000560,ECC10_STOMACH,GASTRIC CANCER,0,0,0,0,0,0,0,0
ACH-000561,TT_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,0,1,0,0
ACH-000562,HCC78_LUNG,LUNG CANCER,0,0,0,0,0,1,0,0
ACH-000563,EBC1_LUNG,LUNG CANCER,0,0,0,0,0,1,0,0
ACH-000564,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,0,0,0,0
ACH-000565,RCM1_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,1,0,0
ACH-000566,SW1710_URINARY_TRACT,BLADDER CANCER,0,0,0,0,0,0,0,0
ACH-000567,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000147,T47D_BREAST,BREAST CANCER,0,1,0,0,0,1,0,1
ACH-000569,ISTMES1_PLEURA,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000570,YKG1_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,1,0
ACH-000571,T98G_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,1,1,0
ACH-000572,G361_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000573,MDAMB436_BREAST,BREAST CANCER,0,0,0,0,1,1,1,1
ACH-000574,FUOV1_OVARY,OVARIAN CANCER,0,0,0,0,0,0,0,0
ACH-000575,HCC364_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000576,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,1,0,0,0
ACH-000577,JHH2_LIVER,LIVER CANCER,0,0,0,0,0,0,0,0
ACH-000578,HCC1171_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000579,UACC257_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000580,C32_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000581,SNU16_STOMACH,GASTRIC CANCER,0,0,0,0,0,1,0,0
ACH-000582,COLO741_SKIN,SKIN CANCER,0,1,0,0,0,0,0,0
ACH-000106,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000584,JHOS4_OVARY,OVARIAN CANCER,0,0,0,0,1,1,1,0
ACH-000585,EPLC272H_LUNG,LUNG CANCER,0,0,0,0,1,1,1,0
ACH-000586,NCIH1876_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000587,NCIH1975_LUNG,LUNG CANCER,0,0,0,0,0,1,0,0
ACH-000588,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,1,0,0,0
ACH-000589,NCIH1437_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000590,NCIH2073_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000591,LN235_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,1,0
ACH-000592,TM31_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,0,0,0
ACH-000593,BC3C_URINARY_TRACT,BLADDER CANCER,0,0,0,0,1,0,1,0
ACH-000594,DMS153_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000595,LN229_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,1,0,0
ACH-000596,LCLC97TM1_LUNG,LUNG CANCER,0,0,0,0,0,1,0,0
ACH-000597,TTC709_SOFT_TISSUE,RHABDOID,0,0,0,0,0,0,0,0
ACH-000598,KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,0,0,0,0
ACH-000599,PATU8902_PANCREAS,PANCREATIC CANCER,0,1,0,0,0,1,0,0
ACH-000600,SLR26_KIDNEY,KIDNEY CANCER,0,0,0,0,1,0,1,0
ACH-000601,MIAPACA2_PANCREAS,PANCREATIC CANCER,0,0,0,0,1,1,1,1
ACH-000602,M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000603,BEN_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000604,KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000605,TE6_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,1,0,0,0
ACH-000606,PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,1,0,1,0
ACH-000607,KYM1_SOFT_TISSUE,RHABDOID,0,0,0,0,0,0,0,0
ACH-000608,COV644_OVARY,OVARIAN CANCER,0,0,0,0,1,0,1,0
ACH-000609,SF126_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,1,0,0
ACH-000610,NCIH2227_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000611,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000612,HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000613,HOS_BONE,BONE CANCER,0,0,0,0,0,0,0,0
ACH-000614,RVH421_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000615,SKMEL28_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000616,HS746T_STOMACH,GASTRIC CANCER,0,0,0,0,0,0,0,0
ACH-000617,OVCAR4_OVARY,OVARIAN CANCER,0,0,0,0,0,0,0,0
ACH-000618,SNU1041_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,1,0,0,0
ACH-000619,PECAPJ15_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,1,1,0,0
ACH-000620,JHH1_LIVER,LIVER CANCER,0,0,0,0,1,0,1,0
ACH-000621,MDAMB157_BREAST,BREAST CANCER,0,0,0,0,1,0,1,1
ACH-000622,KNS42_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,1,1,0
ACH-000623,SNU201_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,1,0
ACH-000624,HCC1806_BREAST,BREAST CANCER,0,0,0,0,1,1,1,1
ACH-000625,HEP3B217_LIVER,LIVER CANCER,0,0,0,0,0,0,0,0
ACH-000626,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,0,0,0,0
ACH-000627,LCLC103H_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000628,NCIH596_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000629,IOMMLEE_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,0,0,0
ACH-000630,YD8_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,1,0,0,0
ACH-000631,KS1_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,1,0,0
ACH-000632,HS944T_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000633,FU97_STOMACH,GASTRIC CANCER,0,0,0,0,1,0,1,0
ACH-000634,LN340_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,0,0,0
ACH-000635,SNU119_OVARY,OVARIAN CANCER,0,0,0,0,0,0,0,0
ACH-000636,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000637,KYSE520_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,0,1,0,0
ACH-000638,NCIH441_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000639,NCIH211_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000640,SKMEL31_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000641,CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000212,CAL120_BREAST,BREAST CANCER,0,1,0,0,0,0,0,0
ACH-000276,HCC38_BREAST,BREAST CANCER,0,0,0,0,0,1,0,1
ACH-000644,COLO829_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000645,JL1_PLEURA,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000646,OVMANA_OVARY,OVARIAN CANCER,0,0,0,0,0,0,0,0
ACH-000647,TE1_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,1,0,1,0
ACH-000648,NCIH28_PLEURA,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-000649,786O_KIDNEY,KIDNEY CANCER,0,0,0,0,1,0,1,0
ACH-000650,IGR37_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000651,SW620_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,1,1,0
ACH-000652,SUIT2_PANCREAS,PANCREATIC CANCER,0,0,0,0,1,1,1,0
ACH-000653,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,1,0,0,0
ACH-000654,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,1,0,0,0,0,0,0,0
ACH-000655,SF268_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,1,0,0
ACH-000656,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,1,0,0
ACH-000657,A2780_OVARY,OVARIAN CANCER,0,0,0,0,1,1,1,1
ACH-000658,KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,1,0,0,0
ACH-000659,SCLC21H_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000660,SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,1,0,0
ACH-000661,WM1799_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000662,CORL23_LUNG,LUNG CANCER,0,0,0,0,0,1,0,0
ACH-000663,OVTOKO_OVARY,OVARIAN CANCER,0,0,0,0,1,0,0,0
ACH-000664,SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000665,SKMES1_LUNG,LUNG CANCER,0,0,0,0,1,1,1,0
ACH-000666,NCIH1355_LUNG,LUNG CANCER,0,0,0,0,0,1,0,0
ACH-000667,HCC44_LUNG,LUNG CANCER,0,1,0,0,0,0,0,0
ACH-000568,UACC812_BREAST,BREAST CANCER,0,0,0,0,0,0,0,0
ACH-000669,SW900_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000670,SBC5_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000671,HUH6_LIVER,LIVER CANCER,0,0,0,0,1,0,1,0
ACH-000672,IALM_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000673,LN443_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,1,0
ACH-000674,NUGC4_STOMACH,GASTRIC CANCER,0,0,0,0,0,0,0,0
ACH-000675,NCIH1734_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000676,LN464_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,0,0
ACH-000677,SW1573_LUNG,LUNG CANCER,0,0,0,0,1,1,0,0
ACH-000678,MKN7_STOMACH,GASTRIC CANCER,0,0,0,0,0,0,0,0
ACH-000679,OE19_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,0,0,0,0
ACH-000680,SW948_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000681,A549_LUNG,LUNG CANCER,0,0,0,0,1,1,1,0
ACH-000682,SNU1066_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,0,0,0,0
ACH-000683,SNU503_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,0,1,0
ACH-000684,KMRC1_KIDNEY,KIDNEY CANCER,0,0,0,0,0,0,0,0
ACH-000685,L33_PANCREAS,PANCREATIC CANCER,0,1,0,0,0,0,0,0
ACH-000686,SNU878_LIVER,LIVER CANCER,0,0,0,0,0,0,0,0
ACH-000357,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000688,OV7_OVARY,OVARIAN CANCER,0,0,0,0,0,0,0,0
ACH-000689,RH18_SOFT_TISSUE,SARCOMA,0,0,0,0,0,0,0,0
ACH-000690,HCC2814_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-001394,SUM229PE_BREAST,BREAST CANCER,0,0,0,0,0,0,0,1
ACH-000692,SNU899_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,0,0,0,0
ACH-000693,KYSE180_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,1,0,1,0
ACH-000694,TE9_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,0,1,0,0
ACH-000695,CORL47_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000696,OVCAR8_OVARY,OVARIAN CANCER,0,0,0,0,1,1,1,1
ACH-000697,A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,1,0,0,0
ACH-000698,DMS53_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000699,HCC1395_BREAST,BREAST CANCER,0,0,0,0,1,1,1,1
ACH-000700,NCIH2882_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000701,RMUGS_OVARY,OVARIAN CANCER,0,0,0,0,0,0,0,0
ACH-000702,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000703,DMS79_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000704,OAW42_OVARY,OVARIAN CANCER,0,0,0,0,0,1,0,1
ACH-000705,LC1F_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000706,EKVX_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000707,P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000708,SNU283_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000709,KMRC2_KIDNEY,KIDNEY CANCER,0,0,0,0,0,0,0,0
ACH-000710,NCIH854_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000711,JIMT1_BREAST,BREAST CANCER,0,0,0,0,1,0,1,1
ACH-000712,HCC1833_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000713,CAOV3_OVARY,OVARIAN CANCER,0,0,0,0,1,0,1,0
ACH-000714,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,1,1,0,0
ACH-000715,SNU1214_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,0,0,0,0
ACH-000716,TT2609C02_THYROID,THYROID CANCER,0,0,0,0,0,0,0,0
ACH-000717,COLO680N_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,0,1,0,0
ACH-000718,NCIH2291_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000719,RMGI_OVARY,OVARIAN CANCER,0,0,0,0,0,1,0,0
ACH-000720,TCCSUP_URINARY_TRACT,BLADDER CANCER,0,0,0,0,1,0,1,0
ACH-000721,HMC18_BREAST,BREAST CANCER,0,0,0,0,1,0,1,0
ACH-000722,SNUC1_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,1,0,0
ACH-000723,YD10B_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,0,0,0,0
ACH-000724,HT1376_URINARY_TRACT,BLADDER CANCER,0,0,0,0,0,0,0,0
ACH-000725,HCC202_BREAST,BREAST CANCER,0,0,0,0,0,0,0,1
ACH-000726,TE14_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,0,0,0,0
ACH-000727,NCIH2066_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000020,MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000729,NCIH1963_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000730,SKMEL5_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000731,HCC2279_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000732,PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,1,0,0,0
ACH-000733,NCIH1838_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000734,JHH5_LIVER,LIVER CANCER,0,0,0,0,1,0,1,0
ACH-000735,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,0,0,0,0
ACH-000736,SNU601_STOMACH,GASTRIC CANCER,0,0,0,0,1,0,0,0
ACH-000737,NCIH1385_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000738,GB1_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,1,1,0
ACH-000739,HEPG2_LIVER,LIVER CANCER,0,0,0,0,0,0,0,0
ACH-000740,A253_SALIVARY_GLAND,HEAD AND NECK CANCER,0,0,0,0,0,1,0,0
ACH-000741,UBLC1_URINARY_TRACT,BLADDER CANCER,0,0,0,0,0,0,0,0
ACH-000742,DM3_FIBROBLAST,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000743,CORL95_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000744,NCIH1623_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000745,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,0,0,0,0
ACH-000746,GSS_STOMACH,GASTRIC CANCER,0,0,0,0,1,0,1,0
ACH-000747,NCIH1703_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000748,SJSA1_BONE,BONE CANCER,0,0,0,0,1,1,1,0
ACH-000749,DMS273_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000750,LOXIMVI_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000751,OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000752,NCIH196_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000753,JMSU1_URINARY_TRACT,BLADDER CANCER,0,0,0,0,1,0,0,0
ACH-000754,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-001396,SUM52PE_BREAST,BREAST CANCER,0,0,0,0,0,0,0,1
ACH-000756,GI1_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,1,1,0
ACH-000757,A427_LUNG,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-000758,MKN74_STOMACH,GASTRIC CANCER,0,0,0,0,1,0,0,0
ACH-000760,LNZ308_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,1,0
ACH-000761,NUGC2_STOMACH,GASTRIC CANCER,0,0,0,0,0,0,0,0
ACH-000762,YD38_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,1,0,0,0
ACH-000763,MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,1,0,0,0
ACH-000764,SH10TC_STOMACH,GASTRIC CANCER,0,0,0,0,0,0,0,0
ACH-000765,WM983B_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000766,NCIH1648_LUNG,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-000767,NCIH526_LUNG,LUNG CANCER,0,0,0,0,1,0,0,0
ACH-000768,MDAMB231_BREAST,BREAST CANCER,0,0,0,0,1,1,1,1
ACH-000769,LK2_LUNG,LUNG CANCER,0,0,0,0,1,1,1,0
ACH-000770,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,1,0,0,0,1,0,1,0
ACH-000771,BICR56_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,1,0,0,0
ACH-000772,TE441T_SOFT_TISSUE,SARCOMA,0,0,0,0,0,0,0,0
ACH-000773,KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,1,0,1,0
ACH-000774,RERFLCAD2_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000775,NCIH727_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000776,ONS76_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,1,0
ACH-000777,KYSE30_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,1,0,1,0
ACH-000778,HSC3_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,0,1,0,0
ACH-000779,PC9_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000780,NCIH1105_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000781,NCIH2023_LUNG,LUNG CANCER,0,0,0,0,1,1,1,0
ACH-000981,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000783,CAMA1_BREAST,BREAST CANCER,0,0,0,0,1,0,1,1
ACH-000784,KYSE70_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,1,1,1,0
ACH-000785,NCIH2126_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000786,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000787,LXF289_LUNG,LUNG CANCER,0,0,0,0,1,1,1,0
ACH-000788,A2058_SKIN,SKIN CANCER,0,0,0,0,1,1,1,0
ACH-000789,NCIH810_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000790,SHP77_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000791,RERFLCAD1_LUNG,LUNG CANCER,0,0,0,0,1,0,1,0
ACH-000792,BFTC909_KIDNEY,KIDNEY CANCER,0,0,0,0,1,0,1,0
ACH-000793,KATOIII_STOMACH,GASTRIC CANCER,0,0,0,0,0,1,0,0
ACH-000794,BICR22_UPPER_AERODIGESTIVE_TRACT,HEAD AND NECK CANCER,0,0,0,0,1,1,1,0
ACH-001127,MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LEUKEMIA,0,0,0,0,0,0,0,0
ACH-000796,MCAS_OVARY,OVARIAN CANCER,0,0,0,0,1,1,1,0
ACH-000797,HLFA_FIBROBLAST,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000798,CL40_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,1,0,0,0
ACH-000799,HS695T_SKIN,SKIN CANCER,0,0,0,0,1,0,0,0
ACH-000800,NCIH446_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000801,HS936T_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000802,BFTC905_URINARY_TRACT,BLADDER CANCER,0,0,0,0,1,0,1,0
ACH-000803,COLO668_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000804,NB1_AUTONOMIC_GANGLIA,NEUROBLASTOMA,0,0,0,0,0,0,0,0
ACH-000805,COLO679_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000806,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000807,SNU738_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,0,0,0,0
ACH-000808,HUH28_BILIARY_TRACT,BILE DUCT CANCER,0,0,0,0,0,0,0,0
ACH-000809,KYSE410_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,1,1,1,0
ACH-000810,SKMEL30_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000811,SKOV3_OVARY,OVARIAN CANCER,0,0,0,0,1,0,1,1
ACH-000812,COLO783_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000813,T3M10_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000814,HS939T_SKIN,SKIN CANCER,0,0,0,0,0,0,0,0
ACH-000815,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LYMPHOMA,0,0,0,0,0,0,0,0
ACH-000816,NCIH524_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
ACH-000817,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,1,1,0,0
ACH-000819,LN18_CENTRAL_NERVOUS_SYSTEM,BRAIN CANCER,0,0,0,0,1,0,1,0
ACH-000820,SW403_LARGE_INTESTINE,COLON/COLORECTAL CANCER,0,0,0,0,0,0,0,0
ACH-000821,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYELOMA,0,0,0,0,1,0,0,0
ACH-000822,SKMEL24_SKIN,SKIN CANCER,0,0,0,0,1,0,1,0
ACH-000823,KYSE140_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,1,1,0,0
ACH-000824,KYSE510_OESOPHAGUS,ESOPHAGEAL CANCER,0,0,0,0,1,1,0,0
ACH-000825,HOP92_LUNG,LUNG CANCER,0,0,0,0,0,0,0,0
